NAME;STUSAB;SUMLEV;REGION;DIVISION;STATE;COUNTY;AREALAND;AREAWATR;POP100;HU100;INTPTLAT;INTPTLON
Jefferson Davis County;MS;50;3;6;28;65;105786225.9;1800965;12487;5876;31.5647338;-89.8266262
Jones County;MS;50;3;6;28;67;179951082.9;12724862;67761;28424;31.6210444;-89.167262
Kemper County;MS;50;3;6;28;69;198440318.1;2182347;10456;4722;32.7501361;-88.6256306
Lafayette County;MS;50;3;6;28;71;163611644.4;123022249;47351;22729;34.3492982;-89.4859026
Lamar County;MS;50;3;6;28;73;128736763.7;8749351;55658;24070;31.1971349;-89.5149516
Lauderdale County;MS;50;3;6;28;75;182240288.1;29835947;80261;34698;32.4039981;-88.6604488
Lawrence County;MS;50;3;6;28;77;111542428.5;13213420;12929;6019;31.5500087;-90.1075299
Leake County;MS;50;3;6;28;79;150996396.2;6414131;23805;9415;32.753268;-89.5225675
Lee County;MS;50;3;6;28;81;116536760.3;8349403;82910;35872;34.2889645;-88.6808868
Leflore County;MS;50;3;6;28;83;153466818.3;35847069;32317;13199;33.5497896;-90.2949343
Lincoln County;MS;50;3;6;28;85;151803080.4;5334341;34869;15255;31.5352155;-90.4535663
Lowndes County;MS;50;3;6;28;87;130926293.1;28374834;59779;26556;33.4714237;-88.4397227
Madison County;MS;50;3;6;28;89;185056262.6;70638762;95203;38558;32.6343703;-90.0341603
Marion County;MS;50;3;6;28;91;140476685.1;16152552;27088;11838;31.2301257;-89.8217357
Marshall County;MS;50;3;6;28;93;182903024.4;9254534;37144;14881;34.7661897;-89.504231
Monroe County;MS;50;3;6;28;95;198158465.1;18134176;36989;16455;33.8900295;-88.4850379
Montgomery County;MS;50;3;6;28;97;105407495.4;2352272;10925;5194;33.5007144;-89.6396251
Neshoba County;MS;50;3;6;28;99;147665763.7;3814277;29676;12357;32.752518;-89.1192743
Newton County;MS;50;3;6;28;101;149728269.4;3879399;21720;9373;32.4019702;-89.1184115
Noxubee County;MS;50;3;6;28;103;180040014.3;12539541;11545;5170;33.1062703;-88.5657874
Oktibbeha County;MS;50;3;6;28;105;118673389.6;9665139;47671;20947;33.4223134;-88.8761514
Panola County;MS;50;3;6;28;107;177451551.9;51767046;34707;14697;34.3652052;-89.9630654
Pearl River County;MS;50;3;6;28;109;210012564.4;20836787;55834;23968;30.7737908;-89.5868315
Perry County;MS;50;3;6;28;111;167637377.3;7640180;12250;5519;31.1693073;-88.9887554
Pike County;MS;50;3;6;28;113;105934290.7;4348109;40404;17861;31.1775167;-90.3977249
Pontotoc County;MS;50;3;6;28;115;128900902.8;8630228;29957;12440;34.2270808;-89.0372387
Prentiss County;MS;50;3;6;28;117;107479369;8338031;25276;11054;34.6208655;-88.5222401
Quitman County;MS;50;3;6;28;119;104897710.8;3676001;8223;3589;34.2526398;-90.2905254
Rankin County;MS;50;3;6;28;121;200849680.4;79255480;141617;56487;32.262057;-89.9465517
Scott County;MS;50;3;6;28;123;157778137.1;3122208;28264;11470;32.4271272;-89.5332094
Sharkey County;MS;50;3;6;28;125;111814962.6;8806466;4916;2100;32.8924897;-90.827388
Simpson County;MS;50;3;6;28;127;152592583.3;3383248;27503;11934;31.9025034;-89.9177072
Smith County;MS;50;3;6;28;129;164788525.6;2640270;16491;7237;32.0190335;-89.4949726
Stone County;MS;50;3;6;28;131;115380011.1;6712392;17786;7161;30.790184;-89.112297
Sunflower County;MS;50;3;6;28;133;180717551.6;23758961;29450;9685;33.6055289;-90.5950901
Tallahatchie County;MS;50;3;6;28;135;167128720;17751357;15378;5530;33.9558908;-90.1728334
Tate County;MS;50;3;6;28;137;104832003.4;16092718;28886;10947;34.6495534;-89.9431049
Tippah County;MS;50;3;6;28;139;118573480.8;5542365;22232;9696;34.7636183;-88.9188185
Tishomingo County;MS;50;3;6;28;141;109881390.4;52484941;19593;10295;34.7376991;-88.2360673
Tunica County;MS;50;3;6;28;143;117758406.5;67492130;10778;4803;34.6522011;-90.3717697
Union County;MS;50;3;6;28;145;107639433.3;3387488;27134;11520;34.4891011;-89.0022997
Walthall County;MS;50;3;6;28;147;104621031.8;1195916;15443;7132;31.164492;-90.1034306
Warren County;MS;50;3;6;28;149;152421011.7;77836802;48773;21896;32.3570054;-90.8517913
Washington County;MS;50;3;6;28;151;187707114.1;94495559;51137;21708;33.2731314;-90.9444296
Wayne County;MS;50;3;6;28;153;209983259.3;7168386;20747;9213;31.6447604;-88.6820566
Webster County;MS;50;3;6;28;155;109023050.5;5938458;10253;4804;33.6120482;-89.2838356
Wilkinson County;MS;50;3;6;28;157;175628718.9;25019030;9878;5037;31.1602492;-91.3255665
Winston County;MS;50;3;6;28;159;157275715.5;7357963;19198;8745;33.0787236;-89.0373913
Yalobusha County;MS;50;3;6;28;161;120985833.1;72197034;12678;6344;34.0306685;-89.703793
Yazoo County;MS;50;3;6;28;163;239042114.8;29316416;28065;10074;32.7656747;-90.3879282
Adair County;MO;50;2;4;29;1;146936111.7;5468982;25607;11263;40.1906655;-92.6035922
Andrew County;MO;50;2;4;29;3;112069486.1;9651366;17291;7306;39.9888628;-94.8035511
Atchison County;MO;50;2;4;29;5;141750525.5;7319663;5685;2985;40.431846;-95.4375546
Audrain County;MO;50;2;4;29;7;179287963.3;11881468;25529;10852;39.2144798;-91.8434148
Barry County;MO;50;2;4;29;9;201566048.3;32940910;35597;17523;36.6993775;-93.8343258
Barton County;MO;50;2;4;29;11;153306769.4;12435199;12402;5600;37.5007989;-94.3440893
Bates County;MO;50;2;4;29;13;216701447.3;38051024;17049;7842;38.2572171;-94.3392459
Benton County;MO;50;2;4;29;15;182350794.1;125579882;19056;14150;38.3010358;-93.2879421
Bollinger County;MO;50;2;4;29;17;160036846.6;8528361;12363;5878;37.3183491;-90.0246011
Boone County;MO;50;2;4;29;19;177521293;14419681;162642;69551;38.989657;-92.3107786
Buchanan County;MO;50;2;4;29;21;105678440.4;17173359;89201;38427;39.6603695;-94.8081728
Butler County;MO;50;2;4;29;23;179918512.3;11194895;42794;19731;36.7151802;-90.40313
Caldwell County;MO;50;2;4;29;25;110435219.7;8402507;9424;4605;39.6589977;-93.9791785
Callaway County;MO;50;2;4;29;27;216153860.6;33106941;44332;18522;38.8359656;-91.9240894
Camden County;MO;50;2;4;29;29;169883183.8;136548740;44002;41183;38.031995;-92.7651375
Cape Girardeau County;MO;50;2;4;29;31;149839819.9;20174852;75674;32616;37.3838819;-89.6849079
Carroll County;MO;50;2;4;29;33;179906128.4;17533455;9295;4630;39.4273754;-93.5002266
Carter County;MO;50;2;4;29;35;131405861.5;4298919;6265;3247;36.9447832;-90.9456257
Cass County;MO;50;2;4;29;37;180479717.2;14638089;99478;40030;38.6471588;-94.3542424
Cedar County;MO;50;2;4;29;39;122890602.1;62602899;13982;7224;37.7336549;-93.8500144
Chariton County;MO;50;2;4;29;41;194555058.8;40354830;7831;4167;39.5179685;-92.9616205
Christian County;MO;50;2;4;29;43;145724382.7;3012596;77422;31576;36.9697388;-93.1876139
Clark County;MO;50;2;4;29;45;130714697.1;18473547;7139;3473;40.4072748;-91.729472
Clay County;MO;50;2;4;29;47;102899802.7;29455718;221939;93918;39.3155512;-94.4215023
Clinton County;MO;50;2;4;29;49;108508992.9;11723669;20743;8876;39.6087233;-94.3958028
Cole County;MO;50;2;4;29;51;101980836.2;21172451;75990;32324;38.5068473;-92.2714039
Cooper County;MO;50;2;4;29;53;146273580.2;11436318;17601;7463;38.8453861;-92.8123231
Crawford County;MO;50;2;4;29;55;192310912.9;3203495;24696;11955;37.9665605;-91.3139328
Dade County;MO;50;2;4;29;57;126912487.1;42068886;7883;3965;37.4323495;-93.854878
Dallas County;MO;50;2;4;29;59;140058652.6;5388319;16777;7662;37.6835832;-93.0338115
Daviess County;MO;50;2;4;29;61;145878450.9;15035690;8433;4199;39.9628387;-93.970053
DeKalb County;MO;50;2;4;29;63;109130733.6;11563121;12892;4329;39.8946645;-94.4071901
Dent County;MO;50;2;4;29;65;194971731.9;4445126;15657;7285;37.60325;-91.4959157
Douglas County;MO;50;2;4;29;67;210729630.1;2498266;13684;6519;36.9465168;-92.5158918
Dunklin County;MO;50;2;4;29;69;140136185.9;15838797;31953;14419;36.1530246;-90.0622538
Franklin County;MO;50;2;4;29;71;238973294.8;20730526;101492;43419;38.4083125;-91.0734098
Gasconade County;MO;50;2;4;29;73;134110360.1;17192339;15222;8205;38.4411826;-91.5057795
Gentry County;MO;50;2;4;29;75;127277676;762384;6738;3209;40.2093789;-94.4041102
Greene County;MO;50;2;4;29;77;174903041.4;6670734;275174;125387;37.2581957;-93.3406409
Grundy County;MO;50;2;4;29;79;112736074.7;7123002;10261;5023;40.1125409;-93.5650538
Harrison County;MO;50;2;4;29;81;187127620.3;10104176;8957;4407;40.34562;-93.9925818
Henry County;MO;50;2;4;29;83;180508500.8;91639657;22272;10886;38.3864909;-93.7926278
Hickory County;MO;50;2;4;29;85;103364153.6;32677678;9627;6835;37.9367003;-93.3228345
Holt County;MO;50;2;4;29;87;119836959.6;19839057;4912;2806;40.095724;-95.2190716
Howard County;MO;50;2;4;29;89;120136282.9;19893539;10144;4582;39.143365;-92.6959255
Howell County;MO;50;2;4;29;91;240156217.8;2913505;40400;18021;36.7743685;-91.8873677
Iron County;MO;50;2;4;29;93;142516524.4;4675092;10630;5329;37.6259598;-90.699627
Jackson County;MO;50;2;4;29;95;156554992.2;30521580;674158;312105;39.0072333;-94.3425074
Jasper County;MO;50;2;4;29;97;165367493;7229559;117404;50668;37.2008646;-94.3388687
Jefferson County;MO;50;2;4;29;99;170066092.2;19828021;218733;87626;38.2574144;-90.5431382
Johnson County;MO;50;2;4;29;101;214782973.5;10126753;52595;21528;38.7458799;-93.8059991
Knox County;MO;50;2;4;29;103;130538163.9;7301639;4131;2289;40.1367764;-92.1468094
Laclede County;MO;50;2;4;29;105;198060882.5;8534395;35571;15778;37.6596901;-92.5948322
Lafayette County;MO;50;2;4;29;107;162763463.1;27220864;33381;14718;39.0687048;-93.8026388
Lawrence County;MO;50;2;4;29;109;158439053.8;4249575;38634;16649;37.1061352;-93.8332618
Lewis County;MO;50;2;4;29;111;130805273;14901513;10211;4535;40.0845592;-91.7288031
Lincoln County;MO;50;2;4;29;113;162277217.5;36019423;52566;21011;39.058568;-90.9577713
Linn County;MO;50;2;4;29;115;159430322.5;15054103;12761;6429;39.8644404;-93.108019
Livingston County;MO;50;2;4;29;117;137872639;16155419;15195;6730;39.778587;-93.5482013
McDonald County;MO;50;2;4;29;119;139724720.3;520250;23083;9925;36.630218;-94.3439556
Macon County;MO;50;2;4;29;121;207516714.1;28864245;15566;7665;39.829795;-92.56434
Madison County;MO;50;2;4;29;123;128046342.4;8313020;12226;5970;37.4732347;-90.3454526
Maries County;MO;50;2;4;29;125;136486933.8;7636526;9176;4611;38.1626154;-91.923601
Marion County;MO;50;2;4;29;127;113162751.6;19114256;28781;12826;39.8075383;-91.6353791
Mercer County;MO;50;2;4;29;129;117542759.8;3302258;3785;2135;40.4214135;-93.5676313
Miller County;MO;50;2;4;29;131;153481319.6;19159067;24748;12758;38.2167197;-92.4298711
Mississippi County;MO;50;2;4;29;133;106599544;44494570;14358;5711;36.826264;-89.2959286
Moniteau County;MO;50;2;4;29;135;107491075.3;9960727;15607;6176;38.6330371;-92.5836417
Monroe County;MO;50;2;4;29;137;167741402.5;58301278;8840;4798;39.4982695;-92.0064582
Montgomery County;MO;50;2;4;29;139;138887443.2;14919654;12236;6130;38.9351623;-91.4654372
Morgan County;MO;50;2;4;29;141;154785585.1;42450326;20565;15517;38.4208069;-92.8748352
New Madrid County;MO;50;2;4;29;143;174782833.1;56291671;18956;8531;36.5942608;-89.6559485
Newton County;MO;50;2;4;29;145;161813322.7;4717540;58114;24313;36.9080167;-94.3347407
Nodaway County;MO;50;2;4;29;147;227132639.3;2361606;23370;9524;40.3604838;-94.8832814
Oregon County;MO;50;2;4;29;149;204556119.5;4528601;10881;5486;36.6848672;-91.4029021
Osage County;MO;50;2;4;29;151;156524814.4;15812863;13878;6533;38.4642535;-91.8595036
Ozark County;MO;50;2;4;29;153;192946747.4;26574823;9723;5652;36.6496431;-92.4585804
Pemiscot County;MO;50;2;4;29;155;127568206.8;54104401;18296;8161;36.2099162;-89.7859419
Perry County;MO;50;2;4;29;157;122857025.7;25398710;18971;8568;37.7111296;-89.8021249
Pettis County;MO;50;2;4;29;159;176694703.5;10482137;42201;18249;38.7273667;-93.2852073
Phelps County;MO;50;2;4;29;161;173991195.2;6574662;45156;19533;37.8663263;-91.7903492
Pike County;MO;50;2;4;29;163;173642544.5;36979764;18516;7875;39.3441784;-91.1710415
Platte County;MO;50;2;4;29;165;108828685.9;17131989;89322;39223;39.3786957;-94.7614717
Polk County;MO;50;2;4;29;167;164599656.9;17839794;31137;13304;37.6167611;-93.4008166
Pulaski County;MO;50;2;4;29;169;141697922.7;11347396;52274;17904;37.8248346;-92.2070224
Putnam County;MO;50;2;4;29;171;133984512;5942197;4979;2982;40.4786055;-93.0145314
Ralls County;MO;50;2;4;29;173;121672634.7;36397428;10167;5183;39.5534554;-91.5247867
Randolph County;MO;50;2;4;29;175;125014564.2;13315608;25414;10714;39.4416013;-92.4927245
Ray County;MO;50;2;4;29;177;147319881.4;13288734;23494;9984;39.3084005;-93.9957462
Reynolds County;MO;50;2;4;29;179;209394717;15372837;6696;4033;37.3608568;-90.9695158
Ripley County;MO;50;2;4;29;181;163049252.8;5449067;14100;6597;36.6489017;-90.8670597
St. Charles County;MO;50;2;4;29;183;145152038.2;83325897;360485;141016;38.7811023;-90.6749153
St. Clair County;MO;50;2;4;29;185;173524788.5;83056509;9805;5640;38.0390688;-93.7730765
Ste. Genevieve County;MO;50;2;4;29;186;129279952.4;19740673;18145;8637;37.8901797;-90.1811702
St. Francois County;MO;50;2;4;29;187;117038086.4;7217225;65359;28458;37.8107068;-90.4738684
St. Louis County;MO;50;2;4;29;189;131519524.2;39414600;998954;438032;38.6407022;-90.4459541
Saline County;MO;50;2;4;29;195;195674621;29558146;23370;10117;39.1358403;-93.2041639
Schuyler County;MO;50;2;4;29;197;79591153.3;2216869;4431;2102;40.4693611;-92.5190156
Scotland County;MO;50;2;4;29;199;113097149.2;6798720;4843;2369;40.4476855;-92.1428235
Scott County;MO;50;2;4;29;201;108776882.9;15196632;39191;16987;37.0477927;-89.5680975
Shannon County;MO;50;2;4;29;203;259988113.2;464007;8441;4164;37.1519796;-91.3983635
Shelby County;MO;50;2;4;29;205;129723049.7;3764583;6373;3206;39.7975309;-92.0887194
Stoddard County;MO;50;2;4;29;207;213213486.8;15019714;29968;13609;36.8554282;-89.9417354
Stone County;MO;50;2;4;29;209;120184075.5;121066344;32202;20373;36.7478573;-93.4677823
Sullivan County;MO;50;2;4;29;211;167826357.2;9124043;6714;3358;40.209587;-93.1097826
Taney County;MO;50;2;4;29;213;163800290.4;49736703;51675;29255;36.6498267;-93.0428188
Texas County;MO;50;2;4;29;215;304910449.5;5071374;26008;11685;37.3142565;-91.9644783
Vernon County;MO;50;2;4;29;217;214036016.6;27016708;21159;9495;37.8501957;-94.3415972
Warren County;MO;50;2;4;29;219;111007169.3;23747239;32513;14685;38.761902;-91.1593065
Washington County;MO;50;2;4;29;221;196816468.9;6670629;25195;11017;37.942315;-90.8970558
Wayne County;MO;50;2;4;29;223;196625780.6;38559098;13521;8083;37.1138253;-90.4608682
Webster County;MO;50;2;4;29;225;153472911.1;3111540;36202;14417;37.2808043;-92.8760795
Worth County;MO;50;2;4;29;227;69052351;535495;2171;1281;40.4804817;-94.4191286
Wright County;MO;50;2;4;29;229;176577986;3533329;18815;8700;37.2676356;-92.4800104
St. Louis city;MO;50;2;4;29;510;16034317.4;10683076;319294;176002;38.6356988;-90.2445816
Beaverhead County;MT;50;4;8;30;1;1435273839;78393828;9246;5273;45.1338633;-112.8928694
Big Horn County;MT;50;4;8;30;3;1293818772;49592964;12865;4695;45.407869;-107.5181625
Blaine County;MT;50;4;8;30;5;1094929445;29085813;6491;2843;48.4282823;-108.9676475
Broadwater County;MT;50;4;8;30;7;308866775.2;119697770;5612;2695;46.3344755;-111.496103
Carbon County;MT;50;4;8;30;9;530633632.4;34640087;10078;6441;45.2244745;-109.0285509
Carter County;MT;50;4;8;30;11;865250632.3;19496295;1160;810;45.5168247;-104.5153243
Cascade County;MT;50;4;8;30;13;698819657.7;34515098;81327;37276;47.3164427;-111.350571
Chouteau County;MT;50;4;8;30;15;1028869681;62773734;5813;2879;47.886837;-110.4361888
Custer County;MT;50;4;8;30;17;979886330.6;25524624;11699;5560;46.2614807;-105.550508
Daniels County;MT;50;4;8;30;19;369359441.3;1021700;1751;1111;48.794429;-105.5417385
Dawson County;MT;50;4;8;30;21;614310061.5;29283737;8966;4233;47.2724248;-104.9010267
Deer Lodge County;MT;50;4;8;30;23;190760510.7;12098953;9298;5122;46.0990592;-113.1391079
Fallon County;MT;50;4;8;30;25;419778062.1;5915343;2890;1470;46.3181841;-104.4057182
Fergus County;MT;50;4;8;30;27;1124003893;27482986;11586;5836;47.2229967;-109.2232798
Flathead County;MT;50;4;8;30;29;1317697922;437135591;90928;46963;48.3146961;-114.0543188
Gallatin County;MT;50;4;8;30;31;674093449;76086709;89513;42289;45.5355586;-111.1734431
Garfield County;MT;50;4;8;30;33;1210911688;445782449;1206;844;47.2811742;-106.9822116
Glacier County;MT;50;4;8;30;35;775944129.9;106156930;13399;5348;48.7056706;-112.9905023
Golden Valley County;MT;50;4;8;30;37;304412246;2588281;884;476;46.3806243;-109.1745855
Granite County;MT;50;4;8;30;39;447398399.7;14583588;3079;2822;46.3953581;-113.4256827
Hill County;MT;50;4;8;30;41;750825854.9;44208947;16096;7250;48.6283314;-110.1063715
Jefferson County;MT;50;4;8;30;43;428968701;6690786;11406;5055;46.1265574;-112.0567713
Judith Basin County;MT;50;4;8;30;45;484281377.9;2066741;2072;1336;47.032558;-110.30532
Lake County;MT;50;4;8;30;47;385946995;423637498;28746;16588;47.6429007;-114.0836866
Lewis and Clark County;MT;50;4;8;30;49;895832273.1;100717209;63395;30180;47.1221333;-112.3829537
Liberty County;MT;50;4;8;30;51;370380060.9;44369051;2339;1043;48.5596541;-111.0369242
Lincoln County;MT;50;4;8;30;53;935740891.6;161123155;19687;11413;48.5422316;-115.4043432
McCone County;MT;50;4;8;30;55;684578426.9;102696937;1734;1008;47.6296277;-105.757222
Madison County;MT;50;4;8;30;57;929154124.8;39648957;7691;6940;45.3192879;-111.9173279
Meagher County;MT;50;4;8;30;59;619502576.6;7377415;1891;1432;46.5857058;-110.9217812
Mineral County;MT;50;4;8;30;61;315832691.2;9898609;4223;2446;47.1552126;-115.0645501
Missoula County;MT;50;4;8;30;63;671693609.3;64479320;109299;50106;47.0272626;-113.8926807
Musselshell County;MT;50;4;8;30;65;483849950.4;7127210;4538;2654;46.5056647;-108.4369821
Park County;MT;50;4;8;30;67;725989882.4;27012589;15636;9375;45.4219048;-110.5327983
Petroleum County;MT;50;4;8;30;69;428609670.8;49036246;494;324;47.1419168;-108.2265753
Phillips County;MT;50;4;8;30;71;1331262933;186077847;4253;2335;48.2501547;-107.9288331
Pondera County;MT;50;4;8;30;73;420319462.3;43967890;6153;2659;48.2303122;-112.2199279
Powder River County;MT;50;4;8;30;75;853996278.8;1566748;1743;1022;45.4088904;-105.5552589
Powell County;MT;50;4;8;30;77;602532786.4;16197534;7027;3105;46.8442254;-112.9310998
Prairie County;MT;50;4;8;30;79;449812762;15097116;1179;673;46.8524335;-105.375808
Ravalli County;MT;50;4;8;30;81;619219817.6;24296474;40212;19583;46.0792979;-114.1190647
Richland County;MT;50;4;8;30;83;539790567.1;49581823;9746;4550;47.7855132;-104.5633871
Roosevelt County;MT;50;4;8;30;85;609888650;37876242;10425;4063;48.2827471;-104.9951698
Rosebud County;MT;50;4;8;30;87;1297688088;43007467;9233;4057;46.1617341;-106.7019526
Sanders County;MT;50;4;8;30;89;714972377.3;76301017;11413;6678;47.7564686;-115.1802247
Sheridan County;MT;50;4;8;30;91;434361673;75142943;3384;2089;48.7055228;-104.5339129
Silver Bow County;MT;50;4;8;30;93;186084794;1488572;34200;16717;45.895959;-112.6602218
Stillwater County;MT;50;4;8;30;95;464993555.2;23914264;9117;4803;45.6634955;-109.3917515
Sweet Grass County;MT;50;4;8;30;97;480495774.8;17686401;3651;2148;45.8130601;-109.9413124
Teton County;MT;50;4;8;30;99;588542318.4;52172846;6073;2892;47.8190352;-112.2817249
Toole County;MT;50;4;8;30;101;496150368.2;78006626;5324;2336;48.6450515;-111.7334927
Treasure County;MT;50;4;8;30;103;253144817.8;17161233;718;422;46.209636;-107.2804935
Valley County;MT;50;4;8;30;105;1275781095;352165096;7369;4879;48.3657129;-106.687883
Wheatland County;MT;50;4;8;30;107;368605703.9;13071168;2168;1197;46.4970466;-109.8571467
Wibaux County;MT;50;4;8;30;109;230318454.8;1713204;1017;538;46.9628656;-104.2744656
Yellowstone County;MT;50;4;8;30;111;682019933.3;40760707;147972;63943;45.9369867;-108.2766564
Adams County;NE;50;2;4;31;1;145886886.7;2481482;31364;13350;40.5206322;-98.5000441
Antelope County;NE;50;2;4;31;3;222018393;3558463;6685;3284;42.1832253;-98.0580367
Arthur County;NE;50;2;4;31;5;185275980.1;7644719;460;254;41.5708557;-101.697045
Banner County;NE;50;2;4;31;7;193242692.7;397069;690;369;41.5397495;-103.7262626
Blaine County;NE;50;2;4;31;9;184115620.2;9443899;478;326;41.9252304;-99.990771
Boone County;NE;50;2;4;31;11;177816588.4;1718584;5505;2649;41.7054004;-98.0667935
Box Butte County;NE;50;2;4;31;13;278499504.3;6588657;11308;5478;42.2156652;-103.087821
Boyd County;NE;50;2;4;31;15;139843742.1;11890322;2099;1390;42.8944477;-98.7730221
Brown County;NE;50;2;4;31;17;316323817.1;9814399;3145;1865;42.3493903;-99.9231761
Buffalo County;NE;50;2;4;31;19;250739852.5;18873763;46102;19064;40.855226;-99.0749833
Burt County;NE;50;2;4;31;21;127318966.5;14197836;6858;3467;41.8541794;-96.3377462
Butler County;NE;50;2;4;31;23;151490089.9;15292991;8395;4053;41.2260724;-97.1320395
Cass County;NE;50;2;4;31;25;144377863.1;21873113;25241;11117;40.9098778;-96.1406086
Cedar County;NE;50;2;4;31;27;191739862.5;14335209;8852;4148;42.6045112;-97.2568241
Chase County;NE;50;2;4;31;29;231653357.4;7978174;3966;1946;40.5303903;-101.6941918
Cherry County;NE;50;2;4;31;31;1543742157;126677198;5713;3157;42.5669845;-101.072622
Cheyenne County;NE;50;2;4;31;33;309836831.9;292551;9998;4888;41.2142358;-103.0119289
Clay County;NE;50;2;4;31;35;148222281.7;3234922;6542;3001;40.5236688;-98.0510501
Colfax County;NE;50;2;4;31;37;106619390.4;12577905;10515;4097;41.5746753;-97.0894549
Cuming County;NE;50;2;4;31;39;147789576.7;10447368;9139;4204;41.9158651;-96.7885168
Custer County;NE;50;2;4;31;41;667057029.4;932960;10939;5579;41.3938927;-99.7268662
Dakota County;NE;50;2;4;31;43;68441622.4;8199770;21006;7631;42.3904564;-96.5625485
Dawes County;NE;50;2;4;31;45;361682389.8;11921996;9182;4252;42.7112144;-103.1348721
Dawson County;NE;50;2;4;31;47;262390574.1;16413301;24326;10123;40.8673784;-99.8151537
Deuel County;NE;50;2;4;31;49;113920895.4;2230956;1941;1044;41.1129878;-102.3326036
Dixon County;NE;50;2;4;31;51;123343420.5;17271598;6000;2688;42.4852801;-96.8558616
Dodge County;NE;50;2;4;31;53;136934164.9;37020463;36691;16584;41.5770082;-96.6458526
Douglas County;NE;50;2;4;31;55;85069338.4;28210895;517110;219580;41.2970908;-96.1540664
Dundy County;NE;50;2;4;31;57;238195407.7;3046323;2008;1125;40.180165;-101.6811327
Fillmore County;NE;50;2;4;31;59;149020275.9;2990040;5890;2913;40.5250399;-97.5967053
Franklin County;NE;50;2;4;31;61;149135607.6;487899;3225;1734;40.1832031;-98.96208
Frontier County;NE;50;2;4;31;63;252418048.9;14212836;2756;1574;40.5309469;-100.4066834
Furnas County;NE;50;2;4;31;65;186254255.1;3915843;4959;2721;40.1919912;-99.9096609
Gage County;NE;50;2;4;31;67;220535215.6;21928736;22311;10446;40.2552337;-96.6834528
Garden County;NE;50;2;4;31;69;441407167.4;68874635;2057;1314;41.6593814;-102.328229
Garfield County;NE;50;2;4;31;71;147574948.2;4125559;2049;1178;41.9055715;-98.9229984
Gosper County;NE;50;2;4;31;73;118661626;11831826;2044;1267;40.5098384;-99.8240783
Grant County;NE;50;2;4;31;75;201040997.2;18130867;614;391;41.9158667;-101.7568746
Greeley County;NE;50;2;4;31;77;147580403.1;2188872;2538;1300;41.5675996;-98.5305656
Hall County;NE;50;2;4;31;79;141488125.7;15166027;58607;23549;40.8660232;-98.4980036
Hamilton County;NE;50;2;4;31;81;140604771.5;10730466;9124;3968;40.8771451;-98.0219432
Harlan County;NE;50;2;4;31;83;143347022.5;53339818;3423;2375;40.1787663;-99.4034177
Hayes County;NE;50;2;4;31;85;184682150.8;570786;967;511;40.5357859;-101.0555802
Hitchcock County;NE;50;2;4;31;87;183874270;22103381;2908;1763;40.1768964;-101.044217
Holt County;NE;50;2;4;31;89;624808378.7;13201507;10435;5215;42.4592867;-98.7847662
Hooker County;NE;50;2;4;31;91;186769555.9;882994;736;431;41.9187;-101.1168102
Howard County;NE;50;2;4;31;93;147457634.9;16201501;6274;2951;41.2194026;-98.5133031
Jefferson County;NE;50;2;4;31;95;147677143.1;14204829;7547;3918;40.1757356;-97.1431027
Johnson County;NE;50;2;4;31;97;97396826.4;1766531;5217;2191;40.3954568;-96.2685622
Kearney County;NE;50;2;4;31;99;133706572.4;272321;6489;2886;40.5062692;-98.9484608
Keith County;NE;50;2;4;31;101;274953126.6;124671572;8368;5424;41.1944042;-101.6444736
Keya Paha County;NE;50;2;4;31;103;200224668.8;2192459;824;549;42.8754803;-99.7183514
Kimball County;NE;50;2;4;31;105;246526924.6;1448446;3821;1963;41.199155;-103.7111054
Knox County;NE;50;2;4;31;107;287061411.9;81251119;8701;4788;42.6344045;-97.8913492
Lancaster County;NE;50;2;4;31;109;216924055.3;22876822;285407;120875;40.7835474;-96.6886584
Lincoln County;NE;50;2;4;31;111;664090529.4;28641137;36288;16583;41.0503221;-100.7444808
Logan County;NE;50;2;4;31;113;147800302.8;1203561;763;395;41.5421555;-100.4436647
Loup County;NE;50;2;4;31;115;147186409.1;7275368;632;426;41.8977143;-99.5097643
McPherson County;NE;50;2;4;31;117;222473703.4;2680669;539;283;41.5964727;-101.0602369
Madison County;NE;50;2;4;31;119;148339647;7013733;34876;15014;41.9099293;-97.6068564
Merrick County;NE;50;2;4;31;121;125583578.3;24906841;7845;3698;41.1698005;-98.0310505
Morrill County;NE;50;2;4;31;123;368772380.7;15598670;5042;2442;41.7322051;-102.9905986
Nance County;NE;50;2;4;31;125;114382400.6;17088375;3735;1801;41.4023855;-97.9914083
Nemaha County;NE;50;2;4;31;127;105511527;5755196;7248;3498;40.3874479;-95.8509538
Nuckolls County;NE;50;2;4;31;129;148964521.3;1718484;4500;2465;40.1764918;-98.0468422
Otoe County;NE;50;2;4;31;131;159447579.3;8775372;15740;7025;40.6379916;-96.1310274
Pawnee County;NE;50;2;4;31;133;111647809.5;4852394;2773;1588;40.1378496;-96.2452254
Perkins County;NE;50;2;4;31;135;228782814.1;2840176;2970;1450;40.8560651;-101.6364427
Phelps County;NE;50;2;4;31;137;139804859.6;1646534;9188;4175;40.5163647;-99.4065568
Pierce County;NE;50;2;4;31;139;148470729.3;3481943;7266;3222;42.2714129;-97.6109917
Platte County;NE;50;2;4;31;141;174580564.9;27272400;32237;13378;41.5768655;-97.5134673
Polk County;NE;50;2;4;31;143;113530800.2;5949280;5406;2731;41.1879253;-97.5706627
